,period,location,stateDescription,sectorid,sectorDescription,fueltypeid,fuelTypeDescription,total-consumption-btu,total-consumption-btu-units
1245,2015-07,US,U.S. Total,98,Electric Power,ALL,all fuels,3736.56784,million MMBtu
1246,2015-06,US,U.S. Total,96,All Commercial,ALL,all fuels,18.63994,million MMBtu
1247,2015-06,US,U.S. Total,7,Industrial CHP,ALL,all fuels,255.15186,million MMBtu
1248,2015-06,US,U.S. Total,1,Electric Utility,ALL,all fuels,2029.2082,million MMBtu
1249,2015-06,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,3242.93419,million MMBtu
1250,2015-06,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1213.72598,million MMBtu
1251,2015-06,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1347.93827,million MMBtu
1252,2015-06,US,U.S. Total,5,Commercial CHP,ALL,all fuels,14.11485,million MMBtu
1253,2015-06,US,U.S. Total,3,IPP CHP,ALL,all fuels,134.21228,million MMBtu
1254,2015-06,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,4.52509,million MMBtu
1255,2015-06,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,7.03116,million MMBtu
1256,2015-06,US,U.S. Total,97,All Industrial,ALL,all fuels,262.18302,million MMBtu
1257,2015-06,US,U.S. Total,99,All Sectors,ALL,all fuels,3657.96943,million MMBtu
1258,2015-06,US,U.S. Total,98,Electric Power,ALL,all fuels,3377.14647,million MMBtu
1259,2015-06,US,U.S. Total,95,Coal Consumption,ALL,all fuels,7.9605,million MMBtu
1260,2015-05,US,U.S. Total,96,All Commercial,ALL,all fuels,17.56559,million MMBtu
1261,2015-05,US,U.S. Total,5,Commercial CHP,ALL,all fuels,12.9923,million MMBtu
1262,2015-05,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,2875.05651,million MMBtu
1263,2015-05,US,U.S. Total,7,Industrial CHP,ALL,all fuels,251.54575,million MMBtu
1264,2015-05,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,4.57329,million MMBtu
1265,2015-05,US,U.S. Total,3,IPP CHP,ALL,all fuels,126.03713,million MMBtu
1266,2015-05,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,6.11532,million MMBtu
1267,2015-05,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1081.74095,million MMBtu
1268,2015-05,US,U.S. Total,1,Electric Utility,ALL,all fuels,1793.31556,million MMBtu
1269,2015-05,US,U.S. Total,99,All Sectors,ALL,all fuels,3276.32031,million MMBtu
1270,2015-05,US,U.S. Total,98,Electric Power,ALL,all fuels,3001.09364,million MMBtu
1271,2015-05,US,U.S. Total,97,All Industrial,ALL,all fuels,257.66107,million MMBtu
1272,2015-05,US,U.S. Total,95,Coal Consumption,ALL,all fuels,5.71404,million MMBtu
1273,2015-05,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1207.77808,million MMBtu
1274,2015-04,US,U.S. Total,98,Electric Power,ALL,all fuels,2718.42944,million MMBtu
1275,2015-04,US,U.S. Total,96,All Commercial,ALL,all fuels,16.68132,million MMBtu
1276,2015-04,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1008.14378,million MMBtu
1277,2015-04,US,U.S. Total,3,IPP CHP,ALL,all fuels,111.35384,million MMBtu
1278,2015-04,US,U.S. Total,5,Commercial CHP,ALL,all fuels,12.32176,million MMBtu
1279,2015-04,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,5.99501,million MMBtu
1280,2015-04,US,U.S. Total,95,Coal Consumption,ALL,all fuels,5.94254,million MMBtu
1281,2015-04,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,4.35956,million MMBtu
1282,2015-04,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1119.49762,million MMBtu
1283,2015-04,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,2607.0756,million MMBtu
1284,2015-04,US,U.S. Total,7,Industrial CHP,ALL,all fuels,246.94812,million MMBtu
1285,2015-04,US,U.S. Total,1,Electric Utility,ALL,all fuels,1598.93182,million MMBtu
1286,2015-04,US,U.S. Total,99,All Sectors,ALL,all fuels,2988.0539,million MMBtu
1287,2015-04,US,U.S. Total,97,All Industrial,ALL,all fuels,252.94313,million MMBtu
1288,2015-03,US,U.S. Total,96,All Commercial,ALL,all fuels,18.51112,million MMBtu
1289,2015-03,US,U.S. Total,98,Electric Power,ALL,all fuels,3008.90729,million MMBtu
1290,2015-03,US,U.S. Total,97,All Industrial,ALL,all fuels,263.19951,million MMBtu
1291,2015-03,US,U.S. Total,99,All Sectors,ALL,all fuels,3290.61792,million MMBtu
1292,2015-03,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,4.21864,million MMBtu
1293,2015-03,US,U.S. Total,7,Industrial CHP,ALL,all fuels,257.40895,million MMBtu
1294,2015-03,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,5.79056,million MMBtu
1295,2015-03,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1092.04772,million MMBtu
1296,2015-03,US,U.S. Total,1,Electric Utility,ALL,all fuels,1785.74987,million MMBtu
1297,2015-03,US,U.S. Total,5,Commercial CHP,ALL,all fuels,14.29248,million MMBtu
1298,2015-03,US,U.S. Total,3,IPP CHP,ALL,all fuels,131.1097,million MMBtu
1299,2015-03,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1223.15742,million MMBtu
1300,2015-03,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,2877.79758,million MMBtu
1301,2015-03,US,U.S. Total,95,Coal Consumption,ALL,all fuels,5.98926,million MMBtu
1302,2015-02,US,U.S. Total,7,Industrial CHP,ALL,all fuels,245.79367,million MMBtu
1303,2015-02,US,U.S. Total,99,All Sectors,ALL,all fuels,3406.68676,million MMBtu
1304,2015-02,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1239.87253,million MMBtu
1305,2015-02,US,U.S. Total,98,Electric Power,ALL,all fuels,3136.45165,million MMBtu
1306,2015-02,US,U.S. Total,5,Commercial CHP,ALL,all fuels,14.5838,million MMBtu
1307,2015-02,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,3.80324,million MMBtu
1308,2015-02,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,3010.50332,million MMBtu
1309,2015-02,US,U.S. Total,96,All Commercial,ALL,all fuels,18.38704,million MMBtu
1310,2015-02,US,U.S. Total,3,IPP CHP,ALL,all fuels,125.94833,million MMBtu
1311,2015-02,US,U.S. Total,95,Coal Consumption,ALL,all fuels,5.41357,million MMBtu
1312,2015-02,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1113.9242,million MMBtu
1313,2015-02,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,6.0544,million MMBtu
1314,2015-02,US,U.S. Total,97,All Industrial,ALL,all fuels,251.84807,million MMBtu
1315,2015-02,US,U.S. Total,1,Electric Utility,ALL,all fuels,1896.57912,million MMBtu
1316,2015-01,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,3233.68506,million MMBtu
1317,2015-01,US,U.S. Total,3,IPP CHP,ALL,all fuels,134.68287,million MMBtu
1318,2015-01,US,U.S. Total,5,Commercial CHP,ALL,all fuels,15.09462,million MMBtu
1319,2015-01,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,4.13538,million MMBtu
1320,2015-01,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1206.14535,million MMBtu
1321,2015-01,US,U.S. Total,99,All Sectors,ALL,all fuels,3669.92642,million MMBtu
1322,2015-01,US,U.S. Total,98,Electric Power,ALL,all fuels,3368.36793,million MMBtu
1323,2015-01,US,U.S. Total,96,All Commercial,ALL,all fuels,19.23,million MMBtu
1324,2015-01,US,U.S. Total,95,Coal Consumption,ALL,all fuels,6.67595,million MMBtu
1325,2015-01,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1340.82822,million MMBtu
1326,2015-01,US,U.S. Total,1,Electric Utility,ALL,all fuels,2027.53972,million MMBtu
1327,2015-01,US,U.S. Total,97,All Industrial,ALL,all fuels,282.32849,million MMBtu
1328,2015-01,US,U.S. Total,7,Industrial CHP,ALL,all fuels,275.53481,million MMBtu
1329,2015-01,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,6.79368,million MMBtu
1330,2014-12,US,U.S. Total,96,All Commercial,ALL,all fuels,19.19967,million MMBtu
1331,2014-12,US,U.S. Total,95,Coal Consumption,ALL,all fuels,6.72727,million MMBtu
1332,2014-12,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1247.47314,million MMBtu
1333,2014-12,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,9.87792,million MMBtu
1334,2014-12,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,3042.54155,million MMBtu
1335,2014-12,US,U.S. Total,5,Commercial CHP,ALL,all fuels,14.17619,million MMBtu
1336,2014-12,US,U.S. Total,98,Electric Power,ALL,all fuels,3176.54814,million MMBtu
1337,2014-12,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,5.02349,million MMBtu
1338,2014-12,US,U.S. Total,3,IPP CHP,ALL,all fuels,134.00659,million MMBtu
1339,2014-12,US,U.S. Total,97,All Industrial,ALL,all fuels,279.23103,million MMBtu
1340,2014-12,US,U.S. Total,7,Industrial CHP,ALL,all fuels,269.3531,million MMBtu
1341,2014-12,US,U.S. Total,99,All Sectors,ALL,all fuels,3474.97884,million MMBtu
1342,2014-12,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1113.46655,million MMBtu
1343,2014-12,US,U.S. Total,1,Electric Utility,ALL,all fuels,1929.075,million MMBtu
1344,2014-11,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,4.79088,million MMBtu
1345,2014-11,US,U.S. Total,96,All Commercial,ALL,all fuels,18.12431,million MMBtu
1346,2014-11,US,U.S. Total,98,Electric Power,ALL,all fuels,2995.96644,million MMBtu
1347,2014-11,US,U.S. Total,99,All Sectors,ALL,all fuels,3278.31992,million MMBtu
1348,2014-11,US,U.S. Total,95,Coal Consumption,ALL,all fuels,6.31687,million MMBtu
1349,2014-11,US,U.S. Total,97,All Industrial,ALL,all fuels,264.22918,million MMBtu
1350,2014-11,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,2867.71857,million MMBtu
1351,2014-11,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1081.95027,million MMBtu
1352,2014-11,US,U.S. Total,7,Industrial CHP,ALL,all fuels,254.12719,million MMBtu
1353,2014-11,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1210.19814,million MMBtu
1354,2014-11,US,U.S. Total,1,Electric Utility,ALL,all fuels,1785.7683,million MMBtu
1355,2014-11,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,10.10199,million MMBtu
1356,2014-11,US,U.S. Total,5,Commercial CHP,ALL,all fuels,13.33343,million MMBtu
1357,2014-11,US,U.S. Total,3,IPP CHP,ALL,all fuels,128.24787,million MMBtu
1358,2014-10,US,U.S. Total,1,Electric Utility,ALL,all fuels,1731.74586,million MMBtu
1359,2014-10,US,U.S. Total,97,All Industrial,ALL,all fuels,261.4003,million MMBtu
1360,2014-10,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1205.50677,million MMBtu
1361,2014-10,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,5.02385,million MMBtu
1362,2014-10,US,U.S. Total,98,Electric Power,ALL,all fuels,2937.25263,million MMBtu
1363,2014-10,US,U.S. Total,5,Commercial CHP,ALL,all fuels,13.33288,million MMBtu
1364,2014-10,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,2805.0618,million MMBtu
1365,2014-10,US,U.S. Total,99,All Sectors,ALL,all fuels,3217.00965,million MMBtu
1366,2014-10,US,U.S. Total,3,IPP CHP,ALL,all fuels,132.19083,million MMBtu
1367,2014-10,US,U.S. Total,7,Industrial CHP,ALL,all fuels,251.68291,million MMBtu
1368,2014-10,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,9.71739,million MMBtu
1369,2014-10,US,U.S. Total,95,Coal Consumption,ALL,all fuels,7.61593,million MMBtu
1370,2014-10,US,U.S. Total,96,All Commercial,ALL,all fuels,18.35673,million MMBtu
1371,2014-10,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1073.31594,million MMBtu
1372,2014-09,US,U.S. Total,3,IPP CHP,ALL,all fuels,132.33064,million MMBtu
1373,2014-09,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1144.61058,million MMBtu
1374,2014-09,US,U.S. Total,1,Electric Utility,ALL,all fuels,1907.96604,million MMBtu
1375,2014-09,US,U.S. Total,97,All Industrial,ALL,all fuels,259.47272,million MMBtu
1376,2014-09,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,9.40187,million MMBtu
1377,2014-09,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,3052.57662,million MMBtu
1378,2014-09,US,U.S. Total,7,Industrial CHP,ALL,all fuels,250.07085,million MMBtu
1379,2014-09,US,U.S. Total,99,All Sectors,ALL,all fuels,3463.42764,million MMBtu
1380,2014-09,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1276.94122,million MMBtu
1381,2014-09,US,U.S. Total,98,Electric Power,ALL,all fuels,3184.90726,million MMBtu
1382,2014-09,US,U.S. Total,95,Coal Consumption,ALL,all fuels,8.21079,million MMBtu
1383,2014-09,US,U.S. Total,5,Commercial CHP,ALL,all fuels,13.94841,million MMBtu
1384,2014-09,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,5.09925,million MMBtu
1385,2014-09,US,U.S. Total,96,All Commercial,ALL,all fuels,19.04765,million MMBtu
1386,2014-08,US,U.S. Total,95,Coal Consumption,ALL,all fuels,8.08625,million MMBtu
1387,2014-08,US,U.S. Total,99,All Sectors,ALL,all fuels,3912.86811,million MMBtu
1388,2014-08,US,U.S. Total,3,IPP CHP,ALL,all fuels,146.4005,million MMBtu
1389,2014-08,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1252.28097,million MMBtu
1390,2014-08,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1398.68147,million MMBtu
1391,2014-08,US,U.S. Total,1,Electric Utility,ALL,all fuels,2216.51588,million MMBtu
1392,2014-08,US,U.S. Total,98,Electric Power,ALL,all fuels,3615.19735,million MMBtu
1393,2014-08,US,U.S. Total,97,All Industrial,ALL,all fuels,276.63593,million MMBtu
1394,2014-08,US,U.S. Total,7,Industrial CHP,ALL,all fuels,266.425,million MMBtu
1395,2014-08,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,3468.79685,million MMBtu
1396,2014-08,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,10.21093,million MMBtu
1397,2014-08,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,5.78804,million MMBtu
1398,2014-08,US,U.S. Total,5,Commercial CHP,ALL,all fuels,15.24679,million MMBtu
1399,2014-08,US,U.S. Total,96,All Commercial,ALL,all fuels,21.03483,million MMBtu
1400,2014-07,US,U.S. Total,3,IPP CHP,ALL,all fuels,143.22641,million MMBtu
1401,2014-07,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,3499.6797,million MMBtu
1402,2014-07,US,U.S. Total,97,All Industrial,ALL,all fuels,272.9894,million MMBtu
1403,2014-07,US,U.S. Total,99,All Sectors,ALL,all fuels,3936.45705,million MMBtu
1404,2014-07,US,U.S. Total,98,Electric Power,ALL,all fuels,3642.90611,million MMBtu
1405,2014-07,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1403.17575,million MMBtu
1406,2014-07,US,U.S. Total,96,All Commercial,ALL,all fuels,20.56155,million MMBtu
1407,2014-07,US,U.S. Total,95,Coal Consumption,ALL,all fuels,7.93269,million MMBtu
1408,2014-07,US,U.S. Total,7,Industrial CHP,ALL,all fuels,262.66674,million MMBtu
1409,2014-07,US,U.S. Total,1,Electric Utility,ALL,all fuels,2239.73036,million MMBtu
1410,2014-07,US,U.S. Total,5,Commercial CHP,ALL,all fuels,15.0351,million MMBtu
1411,2014-07,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,5.52646,million MMBtu
1412,2014-07,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,10.32265,million MMBtu
1413,2014-07,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1259.94934,million MMBtu
1414,2014-06,US,U.S. Total,1,Electric Utility,ALL,all fuels,2098.39614,million MMBtu
1415,2014-06,US,U.S. Total,99,All Sectors,ALL,all fuels,3672.20099,million MMBtu
1416,2014-06,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1295.60664,million MMBtu
1417,2014-06,US,U.S. Total,3,IPP CHP,ALL,all fuels,130.22377,million MMBtu
1418,2014-06,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,5.30476,million MMBtu
1419,2014-06,US,U.S. Total,96,All Commercial,ALL,all fuels,18.96067,million MMBtu
1420,2014-06,US,U.S. Total,95,Coal Consumption,ALL,all fuels,6.45164,million MMBtu
1421,2014-06,US,U.S. Total,97,All Industrial,ALL,all fuels,259.23754,million MMBtu
1422,2014-06,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,3263.77902,million MMBtu
1423,2014-06,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,9.71019,million MMBtu
1424,2014-06,US,U.S. Total,7,Industrial CHP,ALL,all fuels,249.52735,million MMBtu
1425,2014-06,US,U.S. Total,98,Electric Power,ALL,all fuels,3394.00279,million MMBtu
1426,2014-06,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1165.38288,million MMBtu
1427,2014-06,US,U.S. Total,5,Commercial CHP,ALL,all fuels,13.6559,million MMBtu
1428,2014-05,US,U.S. Total,97,All Industrial,ALL,all fuels,257.60259,million MMBtu
1429,2014-05,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1055.05311,million MMBtu
1430,2014-05,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1176.66941,million MMBtu
1431,2014-05,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,2942.70859,million MMBtu
1432,2014-05,US,U.S. Total,98,Electric Power,ALL,all fuels,3064.32489,million MMBtu
1433,2014-05,US,U.S. Total,1,Electric Utility,ALL,all fuels,1887.65549,million MMBtu
1434,2014-05,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,5.26898,million MMBtu
1435,2014-05,US,U.S. Total,99,All Sectors,ALL,all fuels,3340.14223,million MMBtu
1436,2014-05,US,U.S. Total,5,Commercial CHP,ALL,all fuels,12.94577,million MMBtu
1437,2014-05,US,U.S. Total,3,IPP CHP,ALL,all fuels,121.6163,million MMBtu
1438,2014-05,US,U.S. Total,7,Industrial CHP,ALL,all fuels,248.59494,million MMBtu
1439,2014-05,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,9.00765,million MMBtu
1440,2014-05,US,U.S. Total,96,All Commercial,ALL,all fuels,18.21475,million MMBtu
1441,2014-05,US,U.S. Total,95,Coal Consumption,ALL,all fuels,6.52262,million MMBtu
1442,2014-04,US,U.S. Total,97,All Industrial,ALL,all fuels,253.52487,million MMBtu
1443,2014-04,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1009.17479,million MMBtu
1444,2014-04,US,U.S. Total,1,Electric Utility,ALL,all fuels,1670.56202,million MMBtu
1445,2014-04,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,2679.73681,million MMBtu
1446,2014-04,US,U.S. Total,5,Commercial CHP,ALL,all fuels,12.24021,million MMBtu
1447,2014-04,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1123.44668,million MMBtu
1448,2014-04,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,4.74082,million MMBtu
1449,2014-04,US,U.S. Total,3,IPP CHP,ALL,all fuels,114.27189,million MMBtu
1450,2014-04,US,U.S. Total,7,Industrial CHP,ALL,all fuels,245.43243,million MMBtu
1451,2014-04,US,U.S. Total,95,Coal Consumption,ALL,all fuels,6.34655,million MMBtu
1452,2014-04,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,8.09244,million MMBtu
1453,2014-04,US,U.S. Total,99,All Sectors,ALL,all fuels,3064.51461,million MMBtu
1454,2014-04,US,U.S. Total,98,Electric Power,ALL,all fuels,2794.0087,million MMBtu
1455,2014-04,US,U.S. Total,96,All Commercial,ALL,all fuels,16.98103,million MMBtu
1456,2014-03,US,U.S. Total,3,IPP CHP,ALL,all fuels,128.93337,million MMBtu
1457,2014-03,US,U.S. Total,5,Commercial CHP,ALL,all fuels,13.78916,million MMBtu
1458,2014-03,US,U.S. Total,97,All Industrial,ALL,all fuels,269.11221,million MMBtu
1459,2014-03,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1117.19058,million MMBtu
1460,2014-03,US,U.S. Total,95,Coal Consumption,ALL,all fuels,6.74282,million MMBtu
1461,2014-03,US,U.S. Total,99,All Sectors,ALL,all fuels,3442.86139,million MMBtu
1462,2014-03,US,U.S. Total,96,All Commercial,ALL,all fuels,18.62039,million MMBtu
1463,2014-03,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,8.89437,million MMBtu
1464,2014-03,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1246.12395,million MMBtu
1465,2014-03,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,4.83122,million MMBtu
1466,2014-03,US,U.S. Total,7,Industrial CHP,ALL,all fuels,260.21784,million MMBtu
1467,2014-03,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,3026.19542,million MMBtu
1468,2014-03,US,U.S. Total,98,Electric Power,ALL,all fuels,3155.1288,million MMBtu
1469,2014-03,US,U.S. Total,1,Electric Utility,ALL,all fuels,1909.00484,million MMBtu
1470,2014-02,US,U.S. Total,96,All Commercial,ALL,all fuels,18.40829,million MMBtu
1471,2014-02,US,U.S. Total,99,All Sectors,ALL,all fuels,3371.5014,million MMBtu
1472,2014-02,US,U.S. Total,98,Electric Power,ALL,all fuels,3102.16785,million MMBtu
1473,2014-02,US,U.S. Total,1,Electric Utility,ALL,all fuels,1904.80363,million MMBtu
1474,2014-02,US,U.S. Total,3,IPP CHP,ALL,all fuels,126.00985,million MMBtu
1475,2014-02,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1071.35438,million MMBtu
1476,2014-02,US,U.S. Total,5,Commercial CHP,ALL,all fuels,14.16647,million MMBtu
1477,2014-02,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,4.24181,million MMBtu
1478,2014-02,US,U.S. Total,97,All Industrial,ALL,all fuels,250.92526,million MMBtu
1479,2014-02,US,U.S. Total,95,Coal Consumption,ALL,all fuels,7.06821,million MMBtu
1480,2014-02,US,U.S. Total,7,Industrial CHP,ALL,all fuels,241.44611,million MMBtu
1481,2014-02,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1197.36423,million MMBtu
1482,2014-02,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,2976.15801,million MMBtu
1483,2014-02,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,9.47915,million MMBtu
1484,2014-01,US,U.S. Total,99,All Sectors,ALL,all fuels,3908.86464,million MMBtu
1485,2014-01,US,U.S. Total,98,Electric Power,ALL,all fuels,3598.23033,million MMBtu
1486,2014-01,US,U.S. Total,96,All Commercial,ALL,all fuels,26.04316,million MMBtu
1487,2014-01,US,U.S. Total,95,Coal Consumption,ALL,all fuels,7.74454,million MMBtu
1488,2014-01,US,U.S. Total,1,Electric Utility,ALL,all fuels,2203.54854,million MMBtu
1489,2014-01,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,5.4213,million MMBtu
1490,2014-01,US,U.S. Total,7,Industrial CHP,ALL,all fuels,273.77048,million MMBtu
1491,2014-01,US,U.S. Total,97,All Industrial,ALL,all fuels,284.59115,million MMBtu
1492,2014-01,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,3454.80762,million MMBtu
1493,2014-01,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1394.68179,million MMBtu
