,period,location,stateDescription,sectorid,sectorDescription,fueltypeid,fuelTypeDescription,total-consumption-btu,total-consumption-btu-units
4019,2015-04,US,U.S. Total,99,All Sectors,NG,natural gas,791.48631,million MMBtu
4020,2015-04,US,U.S. Total,99,All Sectors,MSB,biogenic municipal solid waste,11.93352,million MMBtu
4021,2015-04,US,U.S. Total,99,All Sectors,HPS,hydro-electric pumped storage,0.0,million MMBtu
4022,2015-04,US,U.S. Total,99,All Sectors,GEO,geothermal,11.85776,million MMBtu
4023,2015-04,US,U.S. Total,99,All Sectors,FOS,fossil fuels,1793.62258,million MMBtu
4024,2015-04,US,U.S. Total,99,All Sectors,DPV,estimated small scale solar photovoltaic,,million MMBtu
4025,2015-04,US,U.S. Total,99,All Sectors,DFO,distillate fuel oil,3.84748,million MMBtu
4026,2015-04,US,U.S. Total,99,All Sectors,COW,all coal products,957.23343,million MMBtu
4027,2015-04,US,U.S. Total,99,All Sectors,COL,"coal, excluding waste coal",950.72568,million MMBtu
4028,2015-04,US,U.S. Total,99,All Sectors,BIT,bituminous coal,433.15306,million MMBtu
4029,2015-04,US,U.S. Total,99,All Sectors,SPV,solar photovoltaic,18.70795,million MMBtu
4030,2015-04,US,U.S. Total,99,All Sectors,RFO,residual fuel oil,5.68207,million MMBtu
4031,2015-04,US,U.S. Total,99,All Sectors,REN,renewable,550.2124,million MMBtu
4032,2015-04,US,U.S. Total,99,All Sectors,RC,refined coal,1.22214,million MMBtu
4033,2015-04,US,U.S. Total,99,All Sectors,WWW,wood and wood wastes,108.51104,million MMBtu
4034,2015-04,US,U.S. Total,99,All Sectors,WOO,waste oil and other oils,0.95754,million MMBtu
4035,2015-04,US,U.S. Total,99,All Sectors,WOC,waste coal,6.50775,million MMBtu
4036,2015-04,US,U.S. Total,99,All Sectors,WNT,onshore wind turbine,166.50395,million MMBtu
4037,2015-04,US,U.S. Total,99,All Sectors,WND,wind,166.50395,million MMBtu
4038,2015-04,US,U.S. Total,99,All Sectors,WAS,renewable waste products,31.74888,million MMBtu
4039,2015-04,US,U.S. Total,99,All Sectors,BIS,bituminous coal and synthetic coal,433.15306,million MMBtu
4040,2015-04,US,U.S. Total,99,All Sectors,BIO,biomass,140.25992,million MMBtu
4041,2015-04,US,U.S. Total,99,All Sectors,AOR,all renewables,340.79264,million MMBtu
4042,2015-04,US,U.S. Total,99,All Sectors,MLG,municiapl landfill gas,23.23595,million MMBtu
4043,2015-04,US,U.S. Total,99,All Sectors,LIG,lignite coal,53.55985,million MMBtu
4044,2015-04,US,U.S. Total,99,All Sectors,LFG,landfill gas,11.30244,million MMBtu
4045,2015-04,US,U.S. Total,99,All Sectors,HYC,conventional hydroelectric,209.41975,million MMBtu
4046,2015-04,US,U.S. Total,99,All Sectors,TSN,estimated total solar,,million MMBtu
4047,2015-04,US,U.S. Total,99,All Sectors,TPV,estimated total solar photovoltaic,,million MMBtu
4048,2015-04,US,U.S. Total,99,All Sectors,SUN,solar,22.17101,million MMBtu
4049,2015-04,US,U.S. Total,99,All Sectors,SUB,subbituminous coal,462.79063,million MMBtu
4050,2015-03,US,U.S. Total,99,All Sectors,LFG,landfill gas,11.26373,million MMBtu
4051,2015-03,US,U.S. Total,99,All Sectors,WOC,waste coal,8.45157,million MMBtu
4052,2015-03,US,U.S. Total,99,All Sectors,WNT,onshore wind turbine,142.65458,million MMBtu
4053,2015-03,US,U.S. Total,99,All Sectors,WND,wind,142.65458,million MMBtu
4054,2015-03,US,U.S. Total,99,All Sectors,WAS,renewable waste products,32.59689,million MMBtu
4055,2015-03,US,U.S. Total,99,All Sectors,TSN,estimated total solar,,million MMBtu
4056,2015-03,US,U.S. Total,99,All Sectors,TPV,estimated total solar photovoltaic,,million MMBtu
4057,2015-03,US,U.S. Total,99,All Sectors,SUN,solar,19.31137,million MMBtu
4058,2015-03,US,U.S. Total,99,All Sectors,SUB,subbituminous coal,534.60878,million MMBtu
4059,2015-03,US,U.S. Total,99,All Sectors,STH,solar thermal,2.66344,million MMBtu
4060,2015-03,US,U.S. Total,99,All Sectors,SPV,solar photovoltaic,16.64794,million MMBtu
4061,2015-03,US,U.S. Total,99,All Sectors,RFO,residual fuel oil,6.14458,million MMBtu
4062,2015-03,US,U.S. Total,99,All Sectors,REN,renewable,544.83971,million MMBtu
4063,2015-03,US,U.S. Total,99,All Sectors,RC,refined coal,1.2438,million MMBtu
4064,2015-03,US,U.S. Total,99,All Sectors,PET,petroleum,22.8191,million MMBtu
4065,2015-03,US,U.S. Total,99,All Sectors,PEL,petroleum liquids,12.18362,million MMBtu
4066,2015-03,US,U.S. Total,99,All Sectors,PC,petroleum coke,10.63548,million MMBtu
4067,2015-03,US,U.S. Total,99,All Sectors,OTH,other,18.52487,million MMBtu
4068,2015-03,US,U.S. Total,99,All Sectors,ORW,other renewables,9.42828,million MMBtu
4069,2015-03,US,U.S. Total,99,All Sectors,OOG,other gases,24.02105,million MMBtu
4070,2015-03,US,U.S. Total,99,All Sectors,OBW,biomass,21.33316,million MMBtu
4071,2015-03,US,U.S. Total,99,All Sectors,OB2,biomass,9.42828,million MMBtu
4072,2015-03,US,U.S. Total,99,All Sectors,NUC,nuclear,675.23091,million MMBtu
4073,2015-03,US,U.S. Total,99,All Sectors,NGO,natural gas & other gases,867.24491,million MMBtu
4074,2015-03,US,U.S. Total,99,All Sectors,NG,natural gas,843.22386,million MMBtu
4075,2015-03,US,U.S. Total,99,All Sectors,MSB,biogenic municipal solid waste,11.90488,million MMBtu
4076,2015-03,US,U.S. Total,99,All Sectors,MLG,municiapl landfill gas,23.1686,million MMBtu
4077,2015-03,US,U.S. Total,99,All Sectors,WWW,wood and wood wastes,111.00602,million MMBtu
4078,2015-03,US,U.S. Total,99,All Sectors,WOO,waste oil and other oils,0.89311,million MMBtu
4079,2015-03,US,U.S. Total,99,All Sectors,BIT,bituminous coal,559.69815,million MMBtu
4080,2015-03,US,U.S. Total,99,All Sectors,BIS,bituminous coal and synthetic coal,559.69815,million MMBtu
4081,2015-03,US,U.S. Total,99,All Sectors,BIO,biomass,143.6029,million MMBtu
4082,2015-03,US,U.S. Total,99,All Sectors,AOR,all renewables,318.55948,million MMBtu
4083,2015-03,US,U.S. Total,99,All Sectors,ANT,anthracite coal,0.0,million MMBtu
4084,2015-03,US,U.S. Total,99,All Sectors,ALL,all fuels,3290.61792,million MMBtu
4085,2015-03,US,U.S. Total,99,All Sectors,HYC,conventional hydroelectric,226.28023,million MMBtu
4086,2015-03,US,U.S. Total,99,All Sectors,HPS,hydro-electric pumped storage,0.0,million MMBtu
4087,2015-03,US,U.S. Total,99,All Sectors,GEO,geothermal,12.99063,million MMBtu
4088,2015-03,US,U.S. Total,99,All Sectors,FOS,fossil fuels,2052.02244,million MMBtu
4089,2015-03,US,U.S. Total,99,All Sectors,DPV,estimated small scale solar photovoltaic,,million MMBtu
4090,2015-03,US,U.S. Total,99,All Sectors,DFO,distillate fuel oil,5.14593,million MMBtu
4091,2015-03,US,U.S. Total,99,All Sectors,COW,all coal products,1161.95844,million MMBtu
4092,2015-03,US,U.S. Total,99,All Sectors,COL,"coal, excluding waste coal",1153.50687,million MMBtu
4093,2015-03,US,U.S. Total,99,All Sectors,LIG,lignite coal,57.95615,million MMBtu
4094,2015-02,US,U.S. Total,99,All Sectors,FOS,fossil fuels,2215.16765,million MMBtu
4095,2015-02,US,U.S. Total,99,All Sectors,BIS,bituminous coal and synthetic coal,690.51302,million MMBtu
4096,2015-02,US,U.S. Total,99,All Sectors,BIO,biomass,138.02091,million MMBtu
4097,2015-02,US,U.S. Total,99,All Sectors,AOR,all renewables,302.64288,million MMBtu
4098,2015-02,US,U.S. Total,99,All Sectors,ANT,anthracite coal,0.0,million MMBtu
4099,2015-02,US,U.S. Total,99,All Sectors,ALL,all fuels,3406.68676,million MMBtu
4100,2015-02,US,U.S. Total,99,All Sectors,PEL,petroleum liquids,55.2032,million MMBtu
4101,2015-02,US,U.S. Total,99,All Sectors,PC,petroleum coke,14.44226,million MMBtu
4102,2015-02,US,U.S. Total,99,All Sectors,OTH,other,17.3893,million MMBtu
4103,2015-02,US,U.S. Total,99,All Sectors,ORW,other renewables,8.47027,million MMBtu
4104,2015-02,US,U.S. Total,99,All Sectors,OOG,other gases,23.20484,million MMBtu
4105,2015-02,US,U.S. Total,99,All Sectors,OBW,biomass,19.46235,million MMBtu
4106,2015-02,US,U.S. Total,99,All Sectors,OB2,biomass,8.47027,million MMBtu
4107,2015-02,US,U.S. Total,99,All Sectors,STH,solar thermal,1.50254,million MMBtu
4108,2015-02,US,U.S. Total,99,All Sectors,SPV,solar photovoltaic,12.3227,million MMBtu
4109,2015-02,US,U.S. Total,99,All Sectors,RFO,residual fuel oil,28.18761,million MMBtu
4110,2015-02,US,U.S. Total,99,All Sectors,REN,renewable,510.33302,million MMBtu
4111,2015-02,US,U.S. Total,99,All Sectors,RC,refined coal,1.16874,million MMBtu
4112,2015-02,US,U.S. Total,99,All Sectors,PET,petroleum,69.64546,million MMBtu
4113,2015-02,US,U.S. Total,99,All Sectors,WWW,wood and wood wastes,108.82864,million MMBtu
4114,2015-02,US,U.S. Total,99,All Sectors,WOO,waste oil and other oils,4.51495,million MMBtu
4115,2015-02,US,U.S. Total,99,All Sectors,WOC,waste coal,11.63788,million MMBtu
4116,2015-02,US,U.S. Total,99,All Sectors,WNT,onshore wind turbine,139.05388,million MMBtu
4117,2015-02,US,U.S. Total,99,All Sectors,WND,wind,139.05388,million MMBtu
4118,2015-02,US,U.S. Total,99,All Sectors,WAS,renewable waste products,29.19227,million MMBtu
4119,2015-02,US,U.S. Total,99,All Sectors,TSN,estimated total solar,,million MMBtu
4120,2015-02,US,U.S. Total,99,All Sectors,TPV,estimated total solar photovoltaic,,million MMBtu
4121,2015-02,US,U.S. Total,99,All Sectors,DPV,estimated small scale solar photovoltaic,,million MMBtu
4122,2015-02,US,U.S. Total,99,All Sectors,DFO,distillate fuel oil,22.50063,million MMBtu
4123,2015-02,US,U.S. Total,99,All Sectors,COW,all coal products,1348.57282,million MMBtu
4124,2015-02,US,U.S. Total,99,All Sectors,COL,"coal, excluding waste coal",1336.93495,million MMBtu
4125,2015-02,US,U.S. Total,99,All Sectors,BIT,bituminous coal,690.51302,million MMBtu
4126,2015-02,US,U.S. Total,99,All Sectors,SUN,solar,13.82524,million MMBtu
4127,2015-02,US,U.S. Total,99,All Sectors,SUB,subbituminous coal,575.16569,million MMBtu
4128,2015-02,US,U.S. Total,99,All Sectors,NUC,nuclear,663.79679,million MMBtu
4129,2015-02,US,U.S. Total,99,All Sectors,NGO,natural gas & other gases,796.94937,million MMBtu
4130,2015-02,US,U.S. Total,99,All Sectors,NG,natural gas,773.74453,million MMBtu
4131,2015-02,US,U.S. Total,99,All Sectors,MSB,biogenic municipal solid waste,10.99207,million MMBtu
4132,2015-02,US,U.S. Total,99,All Sectors,MLG,municiapl landfill gas,20.72199,million MMBtu
4133,2015-02,US,U.S. Total,99,All Sectors,LIG,lignite coal,70.0875,million MMBtu
4134,2015-02,US,U.S. Total,99,All Sectors,LFG,landfill gas,9.72992,million MMBtu
4135,2015-02,US,U.S. Total,99,All Sectors,HYC,conventional hydroelectric,207.69014,million MMBtu
4136,2015-02,US,U.S. Total,99,All Sectors,HPS,hydro-electric pumped storage,0.0,million MMBtu
4137,2015-02,US,U.S. Total,99,All Sectors,GEO,geothermal,11.74286,million MMBtu
4138,2015-01,US,U.S. Total,99,All Sectors,AOR,all renewables,318.26696,million MMBtu
4139,2015-01,US,U.S. Total,99,All Sectors,ORW,other renewables,9.66552,million MMBtu
4140,2015-01,US,U.S. Total,99,All Sectors,OOG,other gases,27.69837,million MMBtu
4141,2015-01,US,U.S. Total,99,All Sectors,OBW,biomass,22.00954,million MMBtu
4142,2015-01,US,U.S. Total,99,All Sectors,OB2,biomass,9.66552,million MMBtu
4143,2015-01,US,U.S. Total,99,All Sectors,NUC,nuclear,776.75236,million MMBtu
4144,2015-01,US,U.S. Total,99,All Sectors,NGO,natural gas & other gases,879.07919,million MMBtu
4145,2015-01,US,U.S. Total,99,All Sectors,NG,natural gas,851.38083,million MMBtu
4146,2015-01,US,U.S. Total,99,All Sectors,MSB,biogenic municipal solid waste,12.34402,million MMBtu
4147,2015-01,US,U.S. Total,99,All Sectors,MLG,municiapl landfill gas,23.2455,million MMBtu
4148,2015-01,US,U.S. Total,99,All Sectors,LIG,lignite coal,82.26004,million MMBtu
4149,2015-01,US,U.S. Total,99,All Sectors,LFG,landfill gas,10.90148,million MMBtu
4150,2015-01,US,U.S. Total,99,All Sectors,HYC,conventional hydroelectric,224.95131,million MMBtu
4151,2015-01,US,U.S. Total,99,All Sectors,HPS,hydro-electric pumped storage,0.0,million MMBtu
4152,2015-01,US,U.S. Total,99,All Sectors,WWW,wood and wood wastes,120.6015,million MMBtu
4153,2015-01,US,U.S. Total,99,All Sectors,WOO,waste oil and other oils,1.80399,million MMBtu
4154,2015-01,US,U.S. Total,99,All Sectors,WOC,waste coal,12.31981,million MMBtu
4155,2015-01,US,U.S. Total,99,All Sectors,WNT,onshore wind turbine,141.29603,million MMBtu
4156,2015-01,US,U.S. Total,99,All Sectors,WND,wind,141.29603,million MMBtu
4157,2015-01,US,U.S. Total,99,All Sectors,WAS,renewable waste products,32.91102,million MMBtu
4158,2015-01,US,U.S. Total,99,All Sectors,TSN,estimated total solar,,million MMBtu
4159,2015-01,US,U.S. Total,99,All Sectors,TPV,estimated total solar photovoltaic,,million MMBtu
4160,2015-01,US,U.S. Total,99,All Sectors,SUN,solar,10.76672,million MMBtu
4161,2015-01,US,U.S. Total,99,All Sectors,SUB,subbituminous coal,637.01063,million MMBtu
4162,2015-01,US,U.S. Total,99,All Sectors,STH,solar thermal,0.59052,million MMBtu
4163,2015-01,US,U.S. Total,99,All Sectors,SPV,solar photovoltaic,10.17621,million MMBtu
4164,2015-01,US,U.S. Total,99,All Sectors,RFO,residual fuel oil,12.02821,million MMBtu
4165,2015-01,US,U.S. Total,99,All Sectors,REN,renewable,543.21827,million MMBtu
4166,2015-01,US,U.S. Total,99,All Sectors,RC,refined coal,1.29171,million MMBtu
4167,2015-01,US,U.S. Total,99,All Sectors,PET,petroleum,36.07194,million MMBtu
4168,2015-01,US,U.S. Total,99,All Sectors,PEL,petroleum liquids,21.66849,million MMBtu
4169,2015-01,US,U.S. Total,99,All Sectors,PC,petroleum coke,14.40345,million MMBtu
4170,2015-01,US,U.S. Total,99,All Sectors,OTH,other,19.42836,million MMBtu
4171,2015-01,US,U.S. Total,99,All Sectors,ANT,anthracite coal,0.0,million MMBtu
4172,2015-01,US,U.S. Total,99,All Sectors,ALL,all fuels,3669.92642,million MMBtu
4173,2015-01,US,U.S. Total,99,All Sectors,GEO,geothermal,12.69168,million MMBtu
4174,2015-01,US,U.S. Total,99,All Sectors,FOS,fossil fuels,2330.52744,million MMBtu
4175,2015-01,US,U.S. Total,99,All Sectors,DPV,estimated small scale solar photovoltaic,,million MMBtu
4176,2015-01,US,U.S. Total,99,All Sectors,DFO,distillate fuel oil,7.83629,million MMBtu
4177,2015-01,US,U.S. Total,99,All Sectors,COW,all coal products,1415.37631,million MMBtu
4178,2015-01,US,U.S. Total,99,All Sectors,COL,"coal, excluding waste coal",1403.0565,million MMBtu
4179,2015-01,US,U.S. Total,99,All Sectors,BIT,bituminous coal,682.49412,million MMBtu
4180,2015-01,US,U.S. Total,99,All Sectors,BIS,bituminous coal and synthetic coal,682.49412,million MMBtu
4181,2015-01,US,U.S. Total,99,All Sectors,BIO,biomass,153.51252,million MMBtu
4182,2014-12,US,U.S. Total,99,All Sectors,BIO,biomass,154.4894,million MMBtu
4183,2014-12,US,U.S. Total,99,All Sectors,OTH,other,21.12167,million MMBtu
4184,2014-12,US,U.S. Total,99,All Sectors,ORW,other renewables,9.65697,million MMBtu
4185,2014-12,US,U.S. Total,99,All Sectors,OOG,other gases,26.72448,million MMBtu
4186,2014-12,US,U.S. Total,99,All Sectors,OBW,biomass,22.23089,million MMBtu
4187,2014-12,US,U.S. Total,99,All Sectors,OB2,biomass,9.65697,million MMBtu
4188,2014-12,US,U.S. Total,99,All Sectors,NUC,nuclear,767.30704,million MMBtu
4189,2014-12,US,U.S. Total,99,All Sectors,NGO,natural gas & other gases,799.99142,million MMBtu
4190,2014-12,US,U.S. Total,99,All Sectors,NG,natural gas,773.26694,million MMBtu
4191,2014-12,US,U.S. Total,99,All Sectors,MSB,biogenic municipal solid waste,12.57392,million MMBtu
4192,2014-12,US,U.S. Total,99,All Sectors,MLG,municiapl landfill gas,23.66724,million MMBtu
4193,2014-12,US,U.S. Total,99,All Sectors,LIG,lignite coal,83.70407,million MMBtu
4194,2014-12,US,U.S. Total,99,All Sectors,LFG,landfill gas,11.09332,million MMBtu
4195,2014-12,US,U.S. Total,99,All Sectors,HYC,conventional hydroelectric,212.36209,million MMBtu
4196,2014-12,US,U.S. Total,99,All Sectors,HPS,hydro-electric pumped storage,0.0,million MMBtu
4197,2014-12,US,U.S. Total,99,All Sectors,GEO,geothermal,13.07624,million MMBtu
4198,2014-12,US,U.S. Total,99,All Sectors,FOS,fossil fuels,2156.90652,million MMBtu
4199,2014-12,US,U.S. Total,99,All Sectors,DPV,estimated small scale solar photovoltaic,,million MMBtu
4200,2014-12,US,U.S. Total,99,All Sectors,DFO,distillate fuel oil,5.05397,million MMBtu
4201,2014-12,US,U.S. Total,99,All Sectors,COW,all coal products,1330.33059,million MMBtu
4202,2014-12,US,U.S. Total,99,All Sectors,TPV,estimated total solar photovoltaic,,million MMBtu
4203,2014-12,US,U.S. Total,99,All Sectors,SUN,solar,9.81192,million MMBtu
4204,2014-12,US,U.S. Total,99,All Sectors,WWW,wood and wood wastes,121.16519,million MMBtu
4205,2014-12,US,U.S. Total,99,All Sectors,WOO,waste oil and other oils,0.9902,million MMBtu
4206,2014-12,US,U.S. Total,99,All Sectors,WOC,waste coal,10.9368,million MMBtu
4207,2014-12,US,U.S. Total,99,All Sectors,WNT,onshore wind turbine,139.90398,million MMBtu
4208,2014-12,US,U.S. Total,99,All Sectors,WND,wind,139.90398,million MMBtu
4209,2014-12,US,U.S. Total,99,All Sectors,WAS,renewable waste products,33.32421,million MMBtu
4210,2014-12,US,U.S. Total,99,All Sectors,TSN,estimated total solar,,million MMBtu
4211,2014-12,US,U.S. Total,99,All Sectors,SUB,subbituminous coal,611.73405,million MMBtu
4212,2014-12,US,U.S. Total,99,All Sectors,STH,solar thermal,0.90612,million MMBtu
4213,2014-12,US,U.S. Total,99,All Sectors,SPV,solar photovoltaic,8.9058,million MMBtu
4214,2014-12,US,U.S. Total,99,All Sectors,RFO,residual fuel oil,5.3423,million MMBtu
4215,2014-12,US,U.S. Total,99,All Sectors,REN,renewable,529.64362,million MMBtu
4216,2014-12,US,U.S. Total,99,All Sectors,RC,refined coal,1.19642,million MMBtu
4217,2014-12,US,U.S. Total,99,All Sectors,PET,petroleum,26.58451,million MMBtu
4218,2014-12,US,U.S. Total,99,All Sectors,PEL,petroleum liquids,11.38647,million MMBtu
4219,2014-12,US,U.S. Total,99,All Sectors,PC,petroleum coke,15.19804,million MMBtu
4220,2014-12,US,U.S. Total,99,All Sectors,AOR,all renewables,317.28153,million MMBtu
4221,2014-12,US,U.S. Total,99,All Sectors,ANT,anthracite coal,0.0,million MMBtu
4222,2014-12,US,U.S. Total,99,All Sectors,ALL,all fuels,3474.97884,million MMBtu
4223,2014-12,US,U.S. Total,99,All Sectors,COL,"coal, excluding waste coal",1319.3938,million MMBtu
4224,2014-12,US,U.S. Total,99,All Sectors,BIT,bituminous coal,622.75926,million MMBtu
4225,2014-12,US,U.S. Total,99,All Sectors,BIS,bituminous coal and synthetic coal,622.75926,million MMBtu
4226,2014-11,US,U.S. Total,99,All Sectors,ALL,all fuels,3278.31992,million MMBtu
4227,2014-11,US,U.S. Total,99,All Sectors,WWW,wood and wood wastes,114.52447,million MMBtu
4228,2014-11,US,U.S. Total,99,All Sectors,WOO,waste oil and other oils,0.77414,million MMBtu
4229,2014-11,US,U.S. Total,99,All Sectors,WOC,waste coal,10.94127,million MMBtu
4230,2014-11,US,U.S. Total,99,All Sectors,WNT,onshore wind turbine,179.42451,million MMBtu
4231,2014-11,US,U.S. Total,99,All Sectors,WND,wind,179.42451,million MMBtu
4232,2014-11,US,U.S. Total,99,All Sectors,WAS,renewable waste products,31.64509,million MMBtu
4233,2014-11,US,U.S. Total,99,All Sectors,TSN,estimated total solar,,million MMBtu
4234,2014-11,US,U.S. Total,99,All Sectors,TPV,estimated total solar photovoltaic,,million MMBtu
4235,2014-11,US,U.S. Total,99,All Sectors,SUN,solar,13.12042,million MMBtu
4236,2014-11,US,U.S. Total,99,All Sectors,SUB,subbituminous coal,570.07836,million MMBtu
4237,2014-11,US,U.S. Total,99,All Sectors,STH,solar thermal,1.40681,million MMBtu
4238,2014-11,US,U.S. Total,99,All Sectors,SPV,solar photovoltaic,11.71361,million MMBtu
4239,2014-11,US,U.S. Total,99,All Sectors,RFO,residual fuel oil,5.4416,million MMBtu
4240,2014-11,US,U.S. Total,99,All Sectors,REN,renewable,528.80361,million MMBtu
4241,2014-11,US,U.S. Total,99,All Sectors,RC,refined coal,0.0,million MMBtu
4242,2014-11,US,U.S. Total,99,All Sectors,PET,petroleum,22.28085,million MMBtu
4243,2014-11,US,U.S. Total,99,All Sectors,PEL,petroleum liquids,11.2571,million MMBtu
4244,2014-11,US,U.S. Total,99,All Sectors,PC,petroleum coke,11.02375,million MMBtu
4245,2014-11,US,U.S. Total,99,All Sectors,OTH,other,19.9154,million MMBtu
4246,2014-11,US,U.S. Total,99,All Sectors,ORW,other renewables,9.04522,million MMBtu
4247,2014-11,US,U.S. Total,99,All Sectors,OOG,other gases,26.89009,million MMBtu
4248,2014-11,US,U.S. Total,99,All Sectors,OBW,biomass,21.39767,million MMBtu
4249,2014-11,US,U.S. Total,99,All Sectors,OB2,biomass,9.04522,million MMBtu
4250,2014-11,US,U.S. Total,99,All Sectors,NUC,nuclear,681.35014,million MMBtu
4251,2014-11,US,U.S. Total,99,All Sectors,NGO,natural gas & other gases,753.04585,million MMBtu
4252,2014-11,US,U.S. Total,99,All Sectors,NG,natural gas,726.15576,million MMBtu
4253,2014-11,US,U.S. Total,99,All Sectors,MSB,biogenic municipal solid waste,12.35246,million MMBtu
4254,2014-11,US,U.S. Total,99,All Sectors,MLG,municiapl landfill gas,22.59987,million MMBtu
4255,2014-11,US,U.S. Total,99,All Sectors,LIG,lignite coal,82.79627,million MMBtu
4256,2014-11,US,U.S. Total,99,All Sectors,LFG,landfill gas,10.24742,million MMBtu
4257,2014-11,US,U.S. Total,99,All Sectors,HYC,conventional hydroelectric,177.13204,million MMBtu
4258,2014-11,US,U.S. Total,99,All Sectors,HPS,hydro-electric pumped storage,0.0,million MMBtu
4259,2014-11,US,U.S. Total,99,All Sectors,GEO,geothermal,12.95708,million MMBtu
4260,2014-11,US,U.S. Total,99,All Sectors,FOS,fossil fuels,2048.25077,million MMBtu
4261,2014-11,US,U.S. Total,99,All Sectors,DPV,estimated small scale solar photovoltaic,,million MMBtu
4262,2014-11,US,U.S. Total,99,All Sectors,DFO,distillate fuel oil,5.04136,million MMBtu
4263,2014-11,US,U.S. Total,99,All Sectors,COW,all coal products,1272.92407,million MMBtu
4264,2014-11,US,U.S. Total,99,All Sectors,COL,"coal, excluding waste coal",1261.98281,million MMBtu
4265,2014-11,US,U.S. Total,99,All Sectors,BIT,bituminous coal,609.10818,million MMBtu
4266,2014-11,US,U.S. Total,99,All Sectors,BIS,bituminous coal and synthetic coal,609.10818,million MMBtu
4267,2014-11,US,U.S. Total,99,All Sectors,BIO,biomass,146.16956,million MMBtu
4268,2014-11,US,U.S. Total,99,All Sectors,AOR,all renewables,351.67157,million MMBtu
4269,2014-11,US,U.S. Total,99,All Sectors,ANT,anthracite coal,0.0,million MMBtu
4270,2014-10,US,U.S. Total,99,All Sectors,ALL,all fuels,3217.00965,million MMBtu
4271,2014-10,US,U.S. Total,99,All Sectors,DPV,estimated small scale solar photovoltaic,,million MMBtu
4272,2014-10,US,U.S. Total,99,All Sectors,DFO,distillate fuel oil,4.06111,million MMBtu
4273,2014-10,US,U.S. Total,99,All Sectors,PC,petroleum coke,8.80272,million MMBtu
4274,2014-10,US,U.S. Total,99,All Sectors,OTH,other,19.45058,million MMBtu
4275,2014-10,US,U.S. Total,99,All Sectors,ORW,other renewables,9.16551,million MMBtu
4276,2014-10,US,U.S. Total,99,All Sectors,OOG,other gases,25.73597,million MMBtu
4277,2014-10,US,U.S. Total,99,All Sectors,OBW,biomass,21.52401,million MMBtu
4278,2014-10,US,U.S. Total,99,All Sectors,OB2,biomass,9.16551,million MMBtu
4279,2014-10,US,U.S. Total,99,All Sectors,NUC,nuclear,652.59495,million MMBtu
4280,2014-10,US,U.S. Total,99,All Sectors,NGO,natural gas & other gases,858.75204,million MMBtu
4281,2014-10,US,U.S. Total,99,All Sectors,NG,natural gas,833.01607,million MMBtu
4282,2014-10,US,U.S. Total,99,All Sectors,MSB,biogenic municipal solid waste,12.3585,million MMBtu
4283,2014-10,US,U.S. Total,99,All Sectors,MLG,municiapl landfill gas,23.06735,million MMBtu
4284,2014-10,US,U.S. Total,99,All Sectors,LIG,lignite coal,74.32404,million MMBtu
4285,2014-10,US,U.S. Total,99,All Sectors,LFG,landfill gas,10.70885,million MMBtu
4286,2014-10,US,U.S. Total,99,All Sectors,HYC,conventional hydroelectric,163.18814,million MMBtu
4287,2014-10,US,U.S. Total,99,All Sectors,HPS,hydro-electric pumped storage,0.0,million MMBtu
4288,2014-10,US,U.S. Total,99,All Sectors,GEO,geothermal,12.79181,million MMBtu
4289,2014-10,US,U.S. Total,99,All Sectors,FOS,fossil fuels,2068.88999,million MMBtu
4290,2014-10,US,U.S. Total,99,All Sectors,WWW,wood and wood wastes,113.56292,million MMBtu
4291,2014-10,US,U.S. Total,99,All Sectors,WOO,waste oil and other oils,0.83307,million MMBtu
4292,2014-10,US,U.S. Total,99,All Sectors,WOC,waste coal,8.15087,million MMBtu
4293,2014-10,US,U.S. Total,99,All Sectors,WNT,onshore wind turbine,137.97042,million MMBtu
4294,2014-10,US,U.S. Total,99,All Sectors,WND,wind,137.97042,million MMBtu
4295,2014-10,US,U.S. Total,99,All Sectors,WAS,renewable waste products,32.23287,million MMBtu
4296,2014-10,US,U.S. Total,99,All Sectors,TSN,estimated total solar,,million MMBtu
4297,2014-10,US,U.S. Total,99,All Sectors,TPV,estimated total solar photovoltaic,,million MMBtu
4298,2014-10,US,U.S. Total,99,All Sectors,SUN,solar,16.32798,million MMBtu
4299,2014-10,US,U.S. Total,99,All Sectors,SUB,subbituminous coal,574.22958,million MMBtu
4300,2014-10,US,U.S. Total,99,All Sectors,STH,solar thermal,2.21963,million MMBtu
4301,2014-10,US,U.S. Total,99,All Sectors,SPV,solar photovoltaic,14.10834,million MMBtu
4302,2014-10,US,U.S. Total,99,All Sectors,RFO,residual fuel oil,5.55911,million MMBtu
4303,2014-10,US,U.S. Total,99,All Sectors,REN,renewable,476.07413,million MMBtu
4304,2014-10,US,U.S. Total,99,All Sectors,RC,refined coal,0.0,million MMBtu
4305,2014-10,US,U.S. Total,99,All Sectors,PET,petroleum,19.25602,million MMBtu
4306,2014-10,US,U.S. Total,99,All Sectors,PEL,petroleum liquids,10.4533,million MMBtu
4307,2014-10,US,U.S. Total,99,All Sectors,COW,all coal products,1190.88193,million MMBtu
4308,2014-10,US,U.S. Total,99,All Sectors,COL,"coal, excluding waste coal",1182.73106,million MMBtu
4309,2014-10,US,U.S. Total,99,All Sectors,BIT,bituminous coal,534.17743,million MMBtu
